epoch,accuracy,iou_coefficient,jaccard_index,loss,val_accuracy,val_iou_coefficient,val_jaccard_index,val_loss
0,0.5001181364059448,0.18680121004581451,0.1772104948759079,1.496140956878662,0.522563099861145,0.20414113998413086,0.1929893046617508,1.3957479000091553
1,0.5197782516479492,0.21343693137168884,0.20176754891872406,1.386657476425171,0.5224941968917847,0.19316944479942322,0.1859980672597885,1.3617781400680542
2,0.5249476432800293,0.22292077541351318,0.21101690828800201,1.3476969003677368,0.5335013270378113,0.23552951216697693,0.22234846651554108,1.3139667510986328
3,0.5322068333625793,0.22555355727672577,0.21360814571380615,1.3368825912475586,0.5330511331558228,0.20751549303531647,0.1995290219783783,1.3282793760299683
4,0.5346763730049133,0.23003463447093964,0.21781598031520844,1.3227146863937378,0.5325853824615479,0.2409648299217224,0.2264029085636139,1.2963353395462036
5,0.5360327363014221,0.23321698606014252,0.22031810879707336,1.3150981664657593,0.5312233567237854,0.23333746194839478,0.22107256948947906,1.295182466506958
6,0.5407238006591797,0.23605918884277344,0.22295114398002625,1.30095636844635,0.5381361842155457,0.22520989179611206,0.21423277258872986,1.2909246683120728
7,0.5408133864402771,0.2382499724626541,0.2246216982603073,1.2994621992111206,0.5383164882659912,0.2152356207370758,0.20605109632015228,1.2886695861816406
8,0.5410482883453369,0.2365385740995407,0.22345229983329773,1.296430230140686,0.5377912521362305,0.2563726603984833,0.24014152586460114,1.2761070728302002
9,0.5423852205276489,0.24221065640449524,0.22830942273139954,1.2862454652786255,0.5373318791389465,0.2383711189031601,0.22565032541751862,1.2757586240768433
10,0.5446523427963257,0.24036450684070587,0.22714422643184662,1.283323049545288,0.5407501459121704,0.23309582471847534,0.2212831825017929,1.2691454887390137
11,0.5440741777420044,0.24397756159305573,0.22970890998840332,1.2780998945236206,0.5390520691871643,0.2296835333108902,0.21920999884605408,1.2744030952453613
12,0.5454210638999939,0.24559758603572845,0.23120999336242676,1.2759473323822021,0.5423787832260132,0.23124603927135468,0.21957165002822876,1.2714192867279053
13,0.5450240969657898,0.24339668452739716,0.22964812815189362,1.276299238204956,0.5418474674224854,0.23249877989292145,0.22164973616600037,1.2739813327789307
14,0.5441871881484985,0.24361903965473175,0.22981728613376617,1.272226095199585,0.5468356013298035,0.24175435304641724,0.2291921228170395,1.2686445713043213
15,0.5457167625427246,0.24777668714523315,0.2332385927438736,1.2673197984695435,0.5497412085533142,0.2418176531791687,0.2296832650899887,1.261575698852539
16,0.5467889904975891,0.24696862697601318,0.23270061612129211,1.2644339799880981,0.5397562384605408,0.23797430098056793,0.22695542871952057,1.2768906354904175
17,0.5484374761581421,0.24701626598834991,0.2326935976743698,1.2656952142715454,0.5459743142127991,0.243631973862648,0.23095904290676117,1.2719889879226685
18,0.5489932894706726,0.2487829029560089,0.2343815714120865,1.2640304565429688,0.5388892292976379,0.24480772018432617,0.23161153495311737,1.2743110656738281
19,0.5487993359565735,0.24883703887462616,0.23418164253234863,1.2635760307312012,0.5424434542655945,0.2246084213256836,0.2150719165802002,1.282252311706543
