epoch,accuracy,iou_coefficient,jaccard_index,loss,val_accuracy,val_iou_coefficient,val_jaccard_index,val_loss
0,0.5209699273109436,0.20637497305870056,0.19595472514629364,1.4178154468536377,0.5266410708427429,0.2014584094285965,0.1936393827199936,1.3507859706878662
1,0.5266508460044861,0.21923604607582092,0.20813587307929993,1.3597676753997803,0.5270643830299377,0.21099194884300232,0.20261599123477936,1.3306925296783447
2,0.5302242040634155,0.22319874167442322,0.212034672498703,1.345613718032837,0.5333079099655151,0.2110206037759781,0.20267711579799652,1.3233412504196167
3,0.5305768251419067,0.2251225709915161,0.21355223655700684,1.3374037742614746,0.5259795784950256,0.22866088151931763,0.2162422090768814,1.3276915550231934
4,0.5315789580345154,0.22922910749912262,0.21699750423431396,1.3274250030517578,0.5326194167137146,0.20103515684604645,0.19453030824661255,1.327508568763733
5,0.5346820950508118,0.23175199329853058,0.21933181583881378,1.3191165924072266,0.5341701507568359,0.24998502433300018,0.23427000641822815,1.3031913042068481
6,0.5336289405822754,0.23244032263755798,0.21989186108112335,1.3165535926818848,0.5317314863204956,0.2316087782382965,0.2205788940191269,1.2989047765731812
7,0.5359002351760864,0.23579156398773193,0.2226780354976654,1.3064322471618652,0.5352359414100647,0.24356789886951447,0.22967004776000977,1.2902357578277588
8,0.5371509790420532,0.23460139334201813,0.22206471860408783,1.3056997060775757,0.5359943509101868,0.2388056367635727,0.22564397752285004,1.2862470149993896
9,0.5380115509033203,0.23914338648319244,0.225780189037323,1.2990936040878296,0.5379414558410645,0.20278511941432953,0.19550380110740662,1.3135571479797363
10,0.5381354093551636,0.2365858107805252,0.223133847117424,1.301446795463562,0.541499137878418,0.21506428718566895,0.20703767240047455,1.2976677417755127
11,0.5391561985015869,0.2371450513601303,0.22446314990520477,1.2965885400772095,0.5333428978919983,0.2385835498571396,0.22624993324279785,1.298832654953003
12,0.5413322448730469,0.24007859826087952,0.22667968273162842,1.2910391092300415,0.540949821472168,0.25581610202789307,0.240576833486557,1.2715158462524414
13,0.5419203042984009,0.2403545379638672,0.22717195749282837,1.2866007089614868,0.5513619184494019,0.25253307819366455,0.2371665984392166,1.2690494060516357
14,0.5431856513023376,0.24209964275360107,0.22856129705905914,1.2862886190414429,0.5457156896591187,0.2519546449184418,0.2365601658821106,1.2673259973526
15,0.5444288849830627,0.24291138350963593,0.22934524714946747,1.2801856994628906,0.5456190705299377,0.22641396522521973,0.21717344224452972,1.272613286972046
16,0.5447949767112732,0.24304410815238953,0.22947628796100616,1.2788660526275635,0.5484364628791809,0.2591805160045624,0.24183426797389984,1.2690635919570923
17,0.545242965221405,0.2445947825908661,0.23087531328201294,1.2746654748916626,0.551052987575531,0.24908846616744995,0.23638921976089478,1.2569358348846436
18,0.5465794801712036,0.24519801139831543,0.23180489242076874,1.2750598192214966,0.548397421836853,0.24346555769443512,0.23021794855594635,1.2587491273880005
19,0.5461889505386353,0.24610882997512817,0.23197071254253387,1.2726855278015137,0.5546636581420898,0.24461184442043304,0.23204289376735687,1.2556718587875366
20,0.5484662652015686,0.2468174397945404,0.23305968940258026,1.2669278383255005,0.5451367497444153,0.23226116597652435,0.22248686850070953,1.2588353157043457
21,0.5460596680641174,0.24563802778720856,0.23229369521141052,1.2654834985733032,0.5505124926567078,0.23680910468101501,0.2265884280204773,1.2701280117034912
22,0.5473505258560181,0.2470322698354721,0.2334204465150833,1.2655398845672607,0.5407668948173523,0.24866381287574768,0.2349243313074112,1.2576290369033813
23,0.5472717881202698,0.24794453382492065,0.23411796987056732,1.2625706195831299,0.5507688522338867,0.24898996949195862,0.23639173805713654,1.2515977621078491
24,0.5477971434593201,0.24696385860443115,0.23350249230861664,1.2646465301513672,0.5457148551940918,0.24701856076717377,0.2348027378320694,1.253420114517212
25,0.5485780239105225,0.24783998727798462,0.2340434491634369,1.2648510932922363,0.5494365692138672,0.2500031888484955,0.23678387701511383,1.2438249588012695
26,0.5485415458679199,0.24919740855693817,0.23536114394664764,1.25889253616333,0.5521952509880066,0.25298523902893066,0.23941470682621002,1.2494292259216309
27,0.5483274459838867,0.24905839562416077,0.235341876745224,1.258772611618042,0.5480440855026245,0.24228119850158691,0.2298080325126648,1.249805212020874
28,0.5507136583328247,0.2513539493083954,0.23710128664970398,1.255409836769104,0.5451198816299438,0.2342473864555359,0.2245371788740158,1.2813767194747925
29,0.5506973266601562,0.2510513663291931,0.2370377629995346,1.2519164085388184,0.5480755567550659,0.24720720946788788,0.23536711931228638,1.2445368766784668
30,0.5493376851081848,0.25115370750427246,0.23693473637104034,1.253194808959961,0.5542367696762085,0.2679341435432434,0.25168541073799133,1.2457001209259033
31,0.5508390665054321,0.25109249353408813,0.2373797595500946,1.250434398651123,0.5558627247810364,0.2553345263004303,0.2407335788011551,1.2435245513916016
32,0.5518279671669006,0.25296148657798767,0.238301083445549,1.2499560117721558,0.5485680103302002,0.24286499619483948,0.23198814690113068,1.2618660926818848
33,0.5525602102279663,0.25388002395629883,0.23948001861572266,1.2468496561050415,0.5569078922271729,0.25322848558425903,0.2401731014251709,1.2406991720199585
34,0.5517412424087524,0.25523754954338074,0.2407878190279007,1.2433583736419678,0.5549362301826477,0.26134753227233887,0.24533480405807495,1.2521978616714478
35,0.5527290105819702,0.25461333990097046,0.24027135968208313,1.244429588317871,0.5465499758720398,0.23089176416397095,0.2213408499956131,1.2787597179412842
36,0.5516853332519531,0.25352567434310913,0.23938342928886414,1.2456046342849731,0.5582699179649353,0.2528088092803955,0.2391253560781479,1.2493970394134521
37,0.5544183254241943,0.2558438777923584,0.2414558380842209,1.2420473098754883,0.5575763583183289,0.24880996346473694,0.23631902039051056,1.242652177810669
38,0.5544759035110474,0.25499239563941956,0.24060796201229095,1.2402911186218262,0.551731288433075,0.247582346200943,0.2353367954492569,1.2533775568008423
39,0.5541894435882568,0.256870299577713,0.2423037886619568,1.2378655672073364,0.5581268072128296,0.24454741179943085,0.23325729370117188,1.2377701997756958
