epoch,accuracy,iou_coefficient,jaccard_index,loss,val_accuracy,val_iou_coefficient,val_jaccard_index,val_loss
0,0.5194876790046692,0.4423125088214874,0.36185911297798157,0.4804830551147461,0.5662523508071899,0.4958736300468445,0.4102035164833069,0.4337456226348877
1,0.5271998643875122,0.4523025453090668,0.3691582977771759,0.47279760241508484,0.5662523508071899,0.4958736300468445,0.4102035164833069,0.4337456226348877
2,0.527198851108551,0.45208361744880676,0.36962488293647766,0.4727983772754669,0.5662523508071899,0.4958736300468445,0.4102035164833069,0.4337456226348877
3,0.5271996855735779,0.4523469805717468,0.3703632056713104,0.4727975130081177,0.5662523508071899,0.4958736300468445,0.4102035164833069,0.4337456226348877
4,0.5271981954574585,0.4521968364715576,0.36867278814315796,0.4727989733219147,0.5662523508071899,0.4958736300468445,0.4102035164833069,0.4337456226348877
5,0.5272101163864136,0.45209628343582153,0.36939939856529236,0.4727872312068939,0.5662523508071899,0.4958736300468445,0.4102035164833069,0.4337456226348877
6,0.5272110104560852,0.4521937966346741,0.36879387497901917,0.4727860987186432,0.5662523508071899,0.4958736300468445,0.4102035164833069,0.4337456226348877
7,0.5272111296653748,0.45204654335975647,0.36987200379371643,0.47278571128845215,0.5662523508071899,0.4958736300468445,0.4102035164833069,0.4337456226348877
8,0.5272115468978882,0.45210886001586914,0.3694154918193817,0.47278618812561035,0.5662523508071899,0.4958736300468445,0.4102035164833069,0.4337456226348877
9,0.5272115468978882,0.45199286937713623,0.36910438537597656,0.47278618812561035,0.5662523508071899,0.4958736300468445,0.4102035164833069,0.4337456226348877
10,0.5272108316421509,0.4521219730377197,0.3698747456073761,0.47278639674186707,0.5662523508071899,0.4958736300468445,0.4102035164833069,0.4337456226348877
11,0.527211606502533,0.45209696888923645,0.36952105164527893,0.4727856516838074,0.5662523508071899,0.4958736300468445,0.4102035164833069,0.4337456226348877
12,0.527211606502533,0.4521943926811218,0.36854052543640137,0.47278594970703125,0.5662523508071899,0.4958736300468445,0.4102035164833069,0.4337456226348877
13,0.5272110104560852,0.45214805006980896,0.3698764145374298,0.4727862477302551,0.5662523508071899,0.4958736300468445,0.4102035164833069,0.4337456226348877
14,0.5272110104560852,0.45200246572494507,0.3681827783584595,0.47278594970703125,0.5662523508071899,0.4958736300468445,0.4102035164833069,0.4337456226348877
15,0.5272114276885986,0.45220252871513367,0.36980289220809937,0.4727858304977417,0.5662523508071899,0.4958736300468445,0.4102035164833069,0.4337456226348877
16,0.527211606502533,0.452203631401062,0.3697434365749359,0.4727860391139984,0.5662523508071899,0.4958736300468445,0.4102035164833069,0.4337456226348877
17,0.5272111892700195,0.45212873816490173,0.3694213330745697,0.4727860987186432,0.5662523508071899,0.4958736300468445,0.4102035164833069,0.4337456226348877
18,0.5272111296653748,0.45211443305015564,0.3687465190887451,0.4727858901023865,0.5662523508071899,0.4958736300468445,0.4102035164833069,0.4337456226348877
19,0.5272114276885986,0.4521900713443756,0.3682364225387573,0.47278594970703125,0.5662523508071899,0.4958736300468445,0.4102035164833069,0.4337456226348877
