epoch,accuracy,iou_coefficient,jaccard_index,loss,val_accuracy,val_iou_coefficient,val_jaccard_index,val_loss
0,0.5105181336402893,0.4285794496536255,0.34883931279182434,0.48977798223495483,0.522563099861145,0.4440411329269409,0.359264075756073,0.47743451595306396
1,0.5212390422821045,0.4410746395587921,0.35719045996665955,0.4787586033344269,0.522563099861145,0.4440411329269409,0.359264075756073,0.47743451595306396
2,0.5212390422821045,0.4410040080547333,0.3573363423347473,0.4787585437297821,0.522563099861145,0.4440411329269409,0.359264075756073,0.47743451595306396
3,0.5212388038635254,0.4409829080104828,0.35767361521720886,0.47875863313674927,0.522563099861145,0.4440411329269409,0.359264075756073,0.47743451595306396
4,0.521239161491394,0.4411451518535614,0.358176589012146,0.4787585139274597,0.522563099861145,0.4440411329269409,0.359264075756073,0.47743451595306396
5,0.5212399363517761,0.4409332573413849,0.35801559686660767,0.47875797748565674,0.522563099861145,0.4440411329269409,0.359264075756073,0.47743451595306396
6,0.5212394595146179,0.4411153197288513,0.3571675717830658,0.4787578582763672,0.522563099861145,0.4440411329269409,0.359264075756073,0.47743451595306396
7,0.5212401151657104,0.44099923968315125,0.35835331678390503,0.4787576496601105,0.522563099861145,0.4440411329269409,0.359264075756073,0.47743451595306396
8,0.5212396383285522,0.4409891963005066,0.3572641909122467,0.47875815629959106,0.522563099861145,0.4440411329269409,0.359264075756073,0.47743451595306396
9,0.5212395191192627,0.4408818781375885,0.35724177956581116,0.4787578284740448,0.522563099861145,0.4440411329269409,0.359264075756073,0.47743451595306396
10,0.5212399363517761,0.44108495116233826,0.3579666018486023,0.47875770926475525,0.522563099861145,0.4440411329269409,0.359264075756073,0.47743451595306396
11,0.5212397575378418,0.4410867989063263,0.35651344060897827,0.4787580370903015,0.522563099861145,0.4440411329269409,0.359264075756073,0.47743451595306396
12,0.5212399363517761,0.4409058094024658,0.3583618998527527,0.4787578880786896,0.522563099861145,0.4440411329269409,0.359264075756073,0.47743451595306396
13,0.5212397575378418,0.441064715385437,0.3571665585041046,0.4787578582763672,0.522563099861145,0.4440411329269409,0.359264075756073,0.47743451595306396
14,0.5212394595146179,0.4411179721355438,0.35782015323638916,0.4787582457065582,0.522563099861145,0.4440411329269409,0.359264075756073,0.47743451595306396
15,0.5212395191192627,0.4410552978515625,0.3571823239326477,0.4787580072879791,0.522563099861145,0.4440411329269409,0.359264075756073,0.47743451595306396
16,0.5212393403053284,0.4409826993942261,0.3570992648601532,0.4787583351135254,0.522563099861145,0.4440411329269409,0.359264075756073,0.47743451595306396
17,0.5212396383285522,0.44102710485458374,0.3570668697357178,0.4787578582763672,0.522563099861145,0.4440411329269409,0.359264075756073,0.47743451595306396
18,0.5212399363517761,0.4409084618091583,0.3575945794582367,0.47875770926475525,0.522563099861145,0.4440411329269409,0.359264075756073,0.47743451595306396
19,0.5212403535842896,0.4410809874534607,0.35774537920951843,0.4787575602531433,0.522563099861145,0.4440411329269409,0.359264075756073,0.47743451595306396
20,0.5212403535842896,0.44095513224601746,0.3576236665248871,0.47875750064849854,0.522563099861145,0.4440411329269409,0.359264075756073,0.47743451595306396
21,0.5212403535842896,0.44101014733314514,0.35717692971229553,0.4787575900554657,0.522563099861145,0.4440411329269409,0.359264075756073,0.47743451595306396
22,0.5212403535842896,0.4410516023635864,0.35785648226737976,0.4787573516368866,0.522563099861145,0.4440411329269409,0.359264075756073,0.47743451595306396
23,0.5212401747703552,0.44101011753082275,0.3571218252182007,0.4787575900554657,0.522563099861145,0.4440411329269409,0.359264075756073,0.47743451595306396
24,0.5212400555610657,0.44104865193367004,0.35797858238220215,0.47875770926475525,0.522563099861145,0.4440411329269409,0.359264075756073,0.47743451595306396
